,Post URL,Post,Image num,sticker num,gif num,Paragraph num,Comment num,Video num,weekly viewer mean,Sympathy num,AD,Posting Date,Buddy num,Total visit,Blog category,Comment detail
0,https://blog.naver.com/snows10?Redirect=Log&logNo=222415772020,"#이천원데이클래스 도 가능한 #이천가죽공예공방 #공간the레더 방문기예요 ​저는 창원에서 폴리텍대학 여성재취업강좌로 가죽공예를 3개월간 배운적이 있는데 이때 #가죽공예 의 매력에 흠뻑 빠진적이 있었어요 ​타향살이에 외로울때 가죽공예가 정말 의지도 많이 됐고 재미있었거든요​본가로 올라온뒤 먹고살기 바쁘단 핑계겸 돈을 모아야해서 취미생활 일절없이 일-집-일-집을 쳇바퀴 돌다가 방문한곳이예요 자동문이라니 너무 고급스러워요!!!​#가죽공방 을 구경하다가 사첼백에 너무 고운 엣지가 발린거 보고 감탄할수밖에없었어요!!!안쪽으로도 넓게 빠진 구조였고 이미 수강생분들이 많으셨어요오늘은 #아이패드케이스 를 만들어봅니다#공간the레더 쌤의 #아이패드 를 떡 하니 올리고계속 얘기했어요​사실 오늘 공방구경만 갔다가 갑작스레 만들기 시작한 거라서 아이패드케이스에 안감작업도 안하고싶다고 하고 ㅋㅋㅋㅋㅋㅋ불량학생이였습니다​전에는 아무것도 없는 백지패턴지를 사용해서 작업했는데 무려 모눈종이패턴지였어요!!!​패턴을 뜬 뒤 피할 작업을 하기 전에 숯돌을 갈아주구요 ~​이렇게 쌤이 피할작업을 해주셨어요 전에 폴리텍대학여성재취업강좌에서 배울땐 제가 직접 피할을 했었는데…피할 작업이 정말 만만치 않아요 ㅋㅋㅋㅋㅋㅋ​아주 간단한 무늬로 ㅋㅋㅋㅋㅋ제가 어렵지않게 간단간단간단 을 너무 외쳤어요 ㅋㅋㅋㅋㅋㅋㅋ쌤이 한숨을 쉬실정도로 ㅋㅋㅋㅋ​​​안감작업을 하면 너무 힘이드니까요 ㅋㅋㅋㅋㅋ​​그리고 저는 처음보고 사용해보는 #프레스기 사용법을 쌤이 알려주셨어요 ​그전에는 목타작업을 일일이 다 하나하나 망치질을 했었는데 프레스기를 사용하면 아무래도 힘이 더 고르게 분포되면서 땀수가 더 예뻐진다고 하시더라구요​그래서 쌤이 알려주신 대로 저도 프레스기로 목타작업을 해봤어요​여러분 보이시나요?무려 #케이에스블레이드 예요#ks블레이드 는 가죽공예를 아주 찔끔이라도 배우신분들은 알수 있는 아주 고급브랜드예요 ​네이버에 나오는 가격만 봐도 놀라울정도죠이렇게 저렴한 그리프들도 있지만 몇번 작업을 해보신 분들은 아실거예요#Ks블레이드 자체가 얼마나 바느질작업을 해도 땀이 예쁘게 놓이는지!!!​이날 처음으로 #포니 도 사용해봤어요그동안엔 포니 없이 사용했는데 포니를 사용하게 되면 바느질도 쉬울 뿐더러 힘이 균일하게 가서 바느질도 예쁘게나올수 있다고 알려주셨어요 ​이렇게 한번에 어느정도 바느질이 끝나고​똑딱이까지 달아주었어요 ​똑딱이도 탄색과 어울리는 색으로 달아주고 ~​​시간이 너무 늦어서 집에와서 집에와서 투명베이스를 발라주고 있어요 ​​너무 쉽게 뚝딱 뚝딱 완성할 수있었어요​아주 오랜만에 많이 웃고 많이 행복했던 시간이였어요 https://instagram.com/spacetheleather?utm_medium=copy_link​​​#이천 #이천시 #송정동 #송정동가죽공방 #가죽공예 #가죽공방 #이천가죽공예 #이천가죽공예공방#이천원데이클래스 #이천가볼만한곳 #이천취미생활 #취미 #취미생활 #가죽공예취미 #핸드메이드 #고급취미 #가죽소품 ​​​​:-열
30

는

너
 
 
",11,4,3,260,2,1,101.4,7,,2021. 6. 30. 22:36,389,120323,일상·생각,['좋은 글입니다ㅎㅎㅎ 좋은 하루 되세요']
1,https://blog.naver.com/snows10?Redirect=Log&logNo=222140685200,이번 포스팅은 두번에 걸친 수업을 한번에 모아봤어요 ​​이번 수업에는 가죽 팔찌를 만들어 봅니다 솔직히 가죽 팔찌가 왜?? 필요할까???하는 의구심이 드는 애엄마지만 여러 용도로 많은 패션아이템에 사용이되더라구요 ​​패턴 작업을 끝낸 가죽을 재단하고 본딩 작업을 하고 있어요​요렇게 하는건데 최대한 얇게 그리고 평평하게 작업을 해주는게 좋아요 본딩 후 한쪽면에는 보강재를 덧대주고 그 위에 또 본드를바르고 반대쪽 가죽에도 본드를 바른 후 살짝 말려줘요 그다음 이렇게 동그란 물건들이 있으면 살살살 모양을 잡아주며 동그랗게 말아줍니다 그리고 본딩한게 잘 붙도록 롤러로 밀어준뒤 본드 지우개로 가죽에 묻은 본드들을 지워줍니다 ​​그다음 작게 두 조각을 잘라 준 뒤이렇게 팔찌에 장식으로 쓸 부분을 만들어줘요 본드가 마른 후 패턴에 맞게 재단해주고 목타작업을해줍니다 한땀한땀 바느질할 구멍을 내주는 목타작업 저는 한개는 빨강색 하나는 노랑색을 작업했어요 빨간색도 완성,18,1,0,113,0,4,101.4,14,,2020. 11. 10. 17:16,389,120323,일상·생각,0
2,https://blog.naver.com/snows10?Redirect=Log&logNo=222115215281,"벌써 두번째 가죽공예 시간이예요 ​가죽태슬을 만드는법을 가영선생님이 설명해주고 계세요 먼저 이렇게 재단을 해둔 가죽을아주 쉽게 완성하는 방법을 선생님이 알려주셨어요​완성 후에는 윗 부분을 엣지코트로 마무리해줬어요그리고 엣지코트가 마를때까지 잠깐 걸어둡니다 옆에 앉은 언니의 태슬은 저와 다른 진보라색이예요​이렇게 보니 진보라도 너무 예쁘네요 저는 완성 후 약간 부족해보여서 남는 자투리 가죽으로 테두리를 둘러줬어요 십몇년만의 학식 ​그리고 두번째 작품을 배울 가죽을 나눠받습니다이번에는 가죽 트레이를 만들어보는데 패턴을 만든 패턴지를 대고 문진을 올린다음에 자를 대고 가죽을 잘라줍니다 이런식으로 일어나서 잘라보셔도 돼요 그 다음 안감이 될 가죽 안쪽에 볼펜으로 크기를 그려준뒤본드헤라를 가지고 본드를 발라줍니다본드를 바를때는 바닥에 묻지않게 사용하고 남은 패턴지를 사용했어요 본드를 본드헤라에서 살짝 떠서 가죽안쪽에 챱챱챱 발라줍니다​​이렇게 발라준 본드를 양쪽을 다 발라준뒤 선생님의 시범처럼 붙여준뒤 롤러로 슬슬슬 밀어줍니다그 다음 가죽 겉에 묻은 본드들은 본드지우개로 슬슬슬 지워줍니다 ​그 다음 목타로 가죽에 구멍을 내서 바느질 할수 있는 구멍을 만들어줍니다 바늘에 실을 끼워준 뒤 바느질 할 만큼의 길이보다 3배에 그리고 손 한뼘크기만큼 실을 잘라서 바늘에 끼워준뒤 바느질을 해줍니다 여기서 나름 꿀팁하나를 공유한다면 바늘을 잃어버리지 않게 자석에 바늘을 붙여줬어요모든 바느질은 오른쪽에서 왼쪽으로 가게 하는거라고 선생님이 알려주셨습니당 이렇게까지만 하고 오늘 수업시간이 끝났어요~ 
 
 
",21,1,4,170,0,1,101.4,2,,2020. 10. 14. 11:07,389,120323,일상·생각,0
3,https://blog.naver.com/snows10?Redirect=Log&logNo=222097162081,"신랑이 윤제를 어린이집에 맡긴뒤 집에서 있기 뭐해서 신청해본 #여성재취업교육 에서 가죽공예 및 캘리메이커 강좌를 신청해봤어요​​도구들을 받고개인 이름표를 붙이면서 도구이름을 배워갑니다 이 많은 도구들이 다 국비로 배우는거라서 공짜예요구두칼(수차)로 제단하는법을 연습해보는 수업이예요가죽자투리를 주셔서 그걸로 제단연습을 해봅니다 가죽공예 공방을 운영하고 계시면서 이번 저희 수업의 강사로 교육을 시켜주시는 #가영갤러리아 의 대표 박가영선생님이세요열심히 자투리가죽으로 제단연습을 해봅니다아무래도 제일 많은 작업중 가장기초작업이니 많이해봐야 도움이 될것같아요목타로 가죽에 구멍을 내주고연습해보라고 주신 자투리가죽인데 신랑의 클러치와 같은색이라서 아껴뒀다가 연습용으로 사용해 보고있어요 실을 끼우고열심히 꿰매줍니다​​이 작업만 하는데 점심시간이 되버렸어요 ㅎㅎㅎ​창원폴리텍대학에서는 국비로 많은 과정을 배울 수가 있어요너무 오랜만에 먹는 학식이네요 대학교를 졸업한지가...17년이 지났으니.......얼마만의 학식인지 감회가 새롭더라구요점심을 먹고 열심히 바느질 연습을 해본거예요​처음 바느질 하라고 나눠주신 가죽은 제 눈엔 잘 보이질 않아서 남겨둔 가죽엔 그나마 잘 보이더라구요 숫자쓴방향대로 첫 바느질이였는데...바느질을 참 못하네요​다들 너무 집중해서 열심히 하느라고 속도도 빠르고 집중력이 높다고 선생님이 태슬만들기를 하다가 수업시간이 끝났네요 ​무사히 첫수업날 끝​​가죽공예 첫수업날 ​#국비지원 #국비지원교육 #가죽공예 #가죽공예국비지원 #가죽공예국비 #가죽공예국비수업 #창원 #창원폴리텍 #창원폴리텍대학 #창원폴리텍캠퍼스 #창원아줌마 #가죽제단 #가죽제단방법 #가죽공예첫수업 #가죽공예첫날 #마음은벌써가죽공예장인 #현실은바느질일도모름🤷 #가영갤러리아 #창원가죽공예 #창원여성재취업강좌 ​새매티06
00

(2
새매티06
00

(2
",14,2,0,155,6,1,101.4,4,,2020. 9. 23. 8:36,389,120323,일상·생각,"['나도 배워보고 싶은 종목...', '국비지원이 많더라고요 한번 알아보세요 ㅎㅎㅎ', '시간이 읍쒀..', '원데이클래스 ㅎㅎㅎ', '주말은 하늘에 별따기보다 어려워...-ㅁ-', '그럼 유투브로 독학하시는방법밖에....']"
4,https://blog.naver.com/snows10?Redirect=Log&logNo=221668394808,"지역 맘카페 #줌마렐라 에서 #슈베스기저귀 #체험단모집 이벤트를 하길래 바로 신청 했는데 재수좋게 당첨 됐어용요즘 윤제가 기저귀를 신생아때보다 적게 쓰기는 하지만 #핫딜 뜰때마다 기저귀를 쟁여놔도 어마어마하게 써대고 있네요그렇게 집으로 배송온 #슈베스 노블레스 #밴드기저귀 받고 뜯자마자 핫...이 #땡땡이무늬 너무 귀여운거 아닌가요이건 너무 사랑스럽잖아요​심지어 밴드부분 #캐릭터 까지 있어요 하... 너무 귀여워 뒷면도 #땡땡이속은 #오가닉 제품처럼 엄청 부들부들하네요​윤제가 쓰고 있는 3가지 종류의 #기저귀 예요#군기저귀 #메리즈기저귀 #페넬로페기저귀 이번에 체험단으로 받은 #슈베스기저귀디자인은 개인적으로 #슈베스 가 제일 귀엽네요 땡땡이라니 하앗...펼쳐봤을때 길이가 제일 긴 기저귀는​페넬로페 - 군 - 슈베스 -메리즈 순이예요​#기저귀길이 를 보는분들은 참고하시길 바래용​​​그다음 #기저귀샘방지 부분 높이​군기저귀​​메리즈기저귀페넬로페기저귀슈베스기저귀개인적으로 봤을땐 기저귀 샘방지선이 높은순은​페넬로페 - 슈베스 - 메리즈 - 군 순위 인것같아요​두께를 비교하면두툼한순위로페넬로페 - 메리즈 - 슈베스 -군 순위예요​​착용샷 갑니다군메리즈슈베스페넬로페 엉덩이샷​#군기저귀 #메리즈기저귀#슈베스기저귀​핫...#슈베스 완전 심쿵사 하겠어요프릴이라니....딸을 못낳은 한을 프릴로 푸나요 ㅋㅋㅋㅋ그사이 쌌....#페넬로페기저귀이번에는 #흡수력 을 볼게용​조리원에서 사용하고 가져온 #그린맘젖병#g7커피 물로 30ml씩 부워볼게요언제나 냄새는 좋은 저렴이 커피 g7총 4개를 테스트할거니 딱 120ml​​30ml씩 붓고 10초 뒤에 휴지를 대볼게요​일단 군기저귀10초뒤휴지를 대보니 저만큼 묻어납니다2번 메리즈기저귀 10초뒤 제일 많이 묻어나는 정도가 아니라 그냥 철퍽​​3번째 페넬로페 기저귀10초뒤 제일 적게 묻어납니다4번째 슈베스기저귀10초뒤 묻어나는 양은 많은데 영상으로 남기고 싶을정도로 흡수 하는게 보였어요​​개인적으로 흡수력과 기저귀 길이는 페넬로페가 제일 좋은것같고부드러운 오가닉제품의부들부들한 기저귀를 좋아하신다면 슈베스를 추천해드립니당슈베스가 부드러워서 #기저귀발진은 훨씬 덜 일어날것 같아요​#슈베스 #기저귀 #슈베스기저귀 #신생아기저귀 #밤기저귀 #밤기저귀추천 #기저귀추천 #흡수력좋은기저귀 #아기 #육아용품 #육아용품추천 #출산용품 #육아맘 #육아템빨 #육아는장비빨 #밴드기저귀 #기저귀후기 #안전한기저귀 #기저귀발진 #슈퍼베이비스 ​​ 
 
",33,4,2,209,0,0,101.4,4,,2019. 10. 4. 22:22,389,120323,일상·생각,0
5,https://blog.naver.com/snows10?Redirect=Log&logNo=221916162380,"남편 회사 티타임 간식으로 매일 쿠키를 구워주다가 이번엔 #비스코티리자이나 를 만들어요​요거 생각보다 간단한데 찐득찐득 해서 반죽뗄때 쫌 짜증나요​​무염버터 박력분.슈가파우더.꽃소금.계란1개+계란흰자1개 바닐라오일 베이킹파우더 아몬드파우더 ​이렇게 필요해요​​먼저 버터를 주걱으로 눌러주고 설탕과 꽃소금을 넣어주고 섞어줘요​그리고 계란1개+흰자1개를 넣고 박력분.아몬드파우더 베이킹파우더를 넣고 바닐라오일도 넣어준뒤 ​냉장실에 1시간 휴지시켜줘요​​근데 저는 냉동실 휴지가 더 좋더라구요​저는 버터를 완전히  안풀어주고 살짝 보일정도로 풀어줬어요 ​이렇게하면 나중에 에어프라이어에서 뺄때 버터가 녹는소리랑 버터기름이 빠지는게 보이는데 요게 묘한 희열감이 느껴져요​​​​휴지시킨 반죽을 15-17g씩 나눠서 살짝 볶은 깨에 굴려주고 ​​​동그랗게 다시 한번 모양을 잡아줘요​​​180도로 예열한 에어프라이어에 15분 구웠을때예요​저는 개인적으로 요렇게 탄듯한 색감이 될때까지 구워준게 더 좋아요 ​​그래도 속은 촉촉해요​​​요거 바로 아메리카노 한잔이랑 먹어도 맛있어요​아주 살짝 달달 엄청꼬숩거든요​​​​요건12분 구운상태 신랑이 좋아하는 정도의 굽기예요 ​색은 요게 더 이쁘긴해요 ​​한김식혀서 ​​통에 담아서 신랑 출근길에 꼭 챙겨줘요 ​​#에어프라이어 #에어프라이어레시피 #남편간식#남편간식챙기기 #남편간식만들기 #신랑간식#회사티타임간식 #에어프라이어베이킹 #에어프라이어활용법 #에어프라이어 #에어프라이어베이킹 #노오븐 #노오븐베이킹 #취미 #간단한베이킹 #엄마표간식 #취미베이킹#홈쿠키 #홈베이킹 #맛있게먹자​#비스코티라지아나 #비스코티리지아나 #비스코티라자아나 #여왕의비스킷 #오스트리아시칠리아지방의쿠키 #깨쿠키 #깨과자#고소한과자^
 
 
 
",10,1,0,140,1,0,101.4,10,,2020. 4. 19. 7:50,389,120323,일상·생각,[]
6,https://blog.naver.com/snows10?Redirect=Log&logNo=221906894482,"​박력분 슈가파우더 버터 계란한개 ​잘 섞어주다가갑자기 말차쿠키가 먹고싶어서 말차가루를 넣었는데...엄청 쓴 말차가루라...오레오쿠키로 쓴맛을 중화시켜보려고 넣어봅니당이렇게 오레오 듬뿍코코아파우더를 넣은 반죽에도 오레오쿠키를 넣어주고 둘다 한시간동안 휴지시켜줍니다쿠키틀로 예쁘게 찍어서160도로15분 굽굽 뜨거우니 한김식혀주고쿠키가 구워지는동안  쿠키틀로 계속 찍어줍니다오레오쿠키때문에 뜯겨져 보이는 반죽도 있네요코코아파우더로 반죽한 반죽도 굽굽먼저 완성한 녹차오레오쿠키굽굽완성된 코코아오레오쿠키여러개를 한번에 구워보자 쿠키들은 사회적거리두기없이맨밑 곰돌이는 오레오가 많이 들어가서 깨졌어요한김식혀 냉장고에 반나절이상 둔뒤 먹으면 더 맛있어요^^ 
",14,0,0,59,1,0,101.4,3,,2020. 4. 14. 0:52,389,120323,일상·생각,['모양도예쁘고 맛있겠어요!^^']
7,https://blog.naver.com/snows10?Redirect=Log&logNo=221903329419,"요즘 신랑 회사에서 커피타임 가질때 하나씩 먹으라고 매일 다른 과자를 구워줘요 ​그래서 오늘은 #커피콩과자 혹은 #커피콩쿠키 를 구워봤어요보통 쿠키들은 굽고 다음날 먹는게 더 맛있는 사실 다들 잘 모르시더라구요 그래서 매일 매일 구워서 다음날 출근할때 가져가게 해요​비교를 하자면​​피곤하고 힘든 신랑이 조금이라도 맛있는거 먹으면서 피로가 풀리길 바라면서 조금 귀찮아도 직접 만들어 봅니다​​재료는​코코아파우더 5g아몬드가루 20g흑설탕 75g박력분 125g버터 75g계란노른자 1개커피익스트렉 10g​​​​먼저 코코아가루 아몬드 가루 박력분을 체에 걸러주세요 ​아몬드 가루는 체에 잘 안걸러지는경우가 있는데 이때 괜히 짓이기며 갈면 안돼요​맨 먼저 버터를 으깨주다가 흑설탕과 버터를 섞어줍니다 ​그다음 계란노른자를 흑설탕과버터를 섞은것에 같이 넣고 섞어줍니다​그리고 커피익스트렉을 섞어줘요 ​​저는 커피익스트렉도 좋지만 신랑이 좋아하는 #g7커피 로 커피익스트렉을 직접 만들었어요​그리고 체쳐둔 가루와 함께섞어주면 되요​​​주걱으로 반죽해도 되는데 저는 베이킹은 손을 쓰는게 편하더라구요​비닐장갑끼고 손으로 반죽해줘요​​​그리고 비닐에 싸맨뒤 꼭 냉동실에 30분 휴지 시켜주세요​버터가 물러지면서 흐물흐물해지는것도 막아줘요 ​냉장고에 휴지시킬때는 다른 냄새가 베지 않도록 비닐봉지에싼걸 깨끗한통에 담아서 휴지시키면 더 좋아요​우리집 냉동실은 윤제 이유식재료들밖에없어서 그냥도 가능해요 ㅋㅋㅋㅋㅋ​​30분간 휴지시킨 반죽을 꺼내서 6g씩 소분해요​​18g이면 3개 ...​갑자기 컬투쇼에서 18에 관한 웃긴얘기가 생각나서 혼자 킥킥 거리며 웃었네요​숫자를 배우기 시작한 딸이 엘레베이터에서 1.2.3.4층 올라갈때마다 하나둘셋넷 이렇게 하다가 18층에서 사람이 탔는데 엘레베이터가 멈춰있는데 계속 십팔십팔십팔 하면서 숫자를 얘기했다는 내용이였는데 신랑이랑 듣고 너무 웃겨했던게 생각나더라구요​​​동글게 반죽을 만들고 알뜰주걱으로 가운데를 지긋이 눌러주면 #커피콩 모양이 돼요​​​#에어프라이어 를 160도로 예열해주면서 하나하나 빚어봅니다 ​​​​종이호일깔고 빚은 반죽을 넣어줘요 이때 너무 바짝 붙이면 반죽끼리 붙어버리는 수가 있으니 조금은 간격을 떼주세요 ​​​그뒤에 160도로 15분 구워주면 됩니다 ​​​1차반죽이 구워지는 동안 나머지 반죽들을 모양을 잡아줘요 ​​​사회적거리두기를 했는데도 살짝 붙었어요​2차 반죽 굽기도 살짝 붙었지만 뭐..이정도는 양호해요 🤣 ​중간중간 구우면서 몇개 집어먹어서 1셋트 더 만들어서 양이 많아졌어요 ​​​#에어프라이어 #에어프라이어베이킹 #노오븐 #노오븐베이킹 #에어프라이어쿠키 #에어프라이어쿠키굽기 #쿠키굽기 #에어프라이어요리 #에어프라이어활용법 #간단한베이킹그
 
 
 
",15,1,0,252,1,0,101.4,7,,2020. 4. 12. 0:08,389,120323,일상·생각,['금손이 따로옶군  황금손;; ^^']
8,https://blog.naver.com/snows10?Redirect=Log&logNo=221901865113,오늘은 간단하게 #브라우니믹스 가루로 #브라우니 만들기​브라우니가루 적당량에 우유 조금 계란한개를 넣고​​​거품기를 사용해서​가루가 녹을 때가지 저어주면 땡​​​​쉬운것같지만​​​​분노의 거품기돌리기​​​​줌해보면 무섭다 ㄷ ㄷ ㄷ​​​​다있는 그곳에서 천원에 업어온 짝퉁에 조금 부워주고  탕탕 내리쳐 쇼크를 준다​​​그뒤에 에어프라이어에 넣고​​​구워주면 끝​​​​응????​​​​왜 또 똥이 생각날까....​​​​네모난틀에 다시 해보자​​​응????​​​​​아니 뭐 휘낭시에처럼 배꼽이 톡 튀어나오게 부풀었어​​​​빵칼로 튀어나온 부분을 먼저  잘라주고 ​​​적당히 먹기 좋게 잘라주면 끝​​편하려고 브라우니믹스가루를 샀는데...맛이 계량해서 한것보다 영 떨어진다​힘들어도 계량해서 먹어야겠다브라우니믹스가루는 다시는 안사야겠다 ​​​#노오븐 #노오븐베이킹 #에어프라이어 #에어프라이어베이킹 #브라우니 #브라우니만들기,13,0,3,72,0,0,101.4,2,,2020. 4. 11. 1:36,389,120323,일상·생각,0
9,https://blog.naver.com/snows10?Redirect=Log&logNo=221889844001,"몇일 전부터 신랑이 계속 #버터쿠키 가 먹고싶다고 해달라고 얘기를 했는데...밖으로 나가기 귀찮아서 집에 있던 재료로 후다닥 치즈쿠키를 만들어줬는데​오늘만 참으라고 이번주 안에해준다며 약간 탄듯한 치즈듬뿍넣은 치즈쿠키를 만들어줬는데​​먹고나서도 버터쿠키를 얘기해서 바로 만들어주기​https://m.blog.naver.com/cookey11/221763533487​요게 내가 그대로 사용한 링구님 레시피 ​#슈가파우더 #박력분 #계란 ​저는 여기에 #바닐라오일 과 #소금 을 더 추가 했어요 ​​만들고보니 생각보다 양이 많아서 집에 조금 남은#발로나초코가루 가 생각나서적당량을 덜어서 초코가루로 #초코쿠키 반죽도 만들어줍니다 냉장고에 한시간 휴지시켜줍니다 그 한시간 동안 설거지를 해야겠다는 생각이 들어요순삭다있는 그곳에서 사온 #쿠키스탬프아...우리집 밀대가 없구나 ㅋㅋㅋㅋ​밀대가 없으면 비닐랩으로 밀면되죠 ㅋㅋㅋㅋ쿠키커터로 조심스럽게 찍어봅니다오~~그럴싸해요 ㅋㅋㅋㅋ나머지 모양들도 찍어봅니다개인적으로 코끼리랑 사자가 귀여웠어요찍고난 반죽을 다시 모아서 밀어서 찍기 반복일단 1차로 #에어프라이어 에 구워봅니다구워지는 동안 쿠키틀로 찍어놨는데 여기서 저는 조금 더 되직하거나 휴지시간을 조금 더 길게 잡을걸 싶었어요반죽이 쿠키커터에 묻어나더라구요​1차로 구워진 버터쿠키사자는 조금 얇아서인지 에어프라이어에 굽고나니 약간 말렸어요다시 굽굽 짜란 이번엔 초코들을 구워봅니다​초코는 약간 뻑뻑할 정도로 가루를 넣어서 인지 버터쿠키보다는 단단해 모양이 잘 나오더라구요 굽굽짜란 완성남은 반죽들도 에어프라이어에 구워줍니다 버터쿠키초코쿠키&버터쿠키​​​#에어프라이어 #에어프라이어베이킹 #에어프라이어활용법 #간단한쿠키 #쿠키 #쿠키만들기​​​​*이 포스팅은 순전히 우리남편 카드로 결제한 남편이 갚아야할 카드빚으로 작성되었습니다*​​​남편돈 남편돈~~~~​​(~
(~
",29,2,0,160,8,0,101.4,9,,2020. 4. 4. 7:47,389,120323,일상·생각,"['', '잘 지내시죠? ㅎㅎㅎㅎ', '나야 늘 그날이 그날이라 ㅎ잘있징   시집갈때 못가봐서 너무미안해서 쥐구멍ㅠ이천만 해도 가볼수있었는데그나저나  아들네미 너무귀엽고 예쁘게 잘크고 있어서 신통방통', '너무 통통하죠 ㅎㅎㅎㅎ 귀여운데 너무 힘들어요 어휴 언니 이천도 먼데 ㅋㅋㅋㅋㅋ요즘 코로나바이러스 때문에 다들 움츠러들어서 더 힘든것같아요 ㅎㅎㅎ건강하게 잘 지내고 계세용', '하하하하  ..너무귀엽  수노기  를 아마 서너번밖엔 직접못밨지만 내겐 기중 살갑고 솔직하게  대해준어여뿐 처자였는데  이젠  진짜 아줌니네  히궁아마 어느  평일날 제주도1박여행으로 만났던게  마지막 이었지 싶어  ㅠ아득한  추억이네  보고프다 ㅠ꽁냥꽁냥  알콩달콩 잘 살아가는거늘   지켜볼게^^;', '꽁냥꽁냥보다는 살벌하게싸우면서도 잘 지내요 ㅋㅋㅋ언니 처자보다는 애엄마나이에 본거죠 ㅋㅋㅋㅋㅋ이미 남들 다 애엄마나이에 봤었다가 이제 애엄마가 됐는데...너무 나이가 많아서 낳아 그런가 힘이드네요 ㅋㅋㅋ뭐..애키우는게 쉽겠냐만은 ㅠㅠ너무 열심히 키워서 딴년 아까워서 못주겠어요 ㅋㅋㅋ', 'ㅋㅋㅋㅋ 너의 친정엄마도 너 어릴때 그랬을거야...내딸 너무 아까워서 언넘이건 아무에게됴  못주겠다..했을걸...ㅋㅋ근데 그 도적너미 윤제아비!! ㅋ', '아뇨 엄만 제발 후리덤을 달라고 하셨어요 ㅋㅋㅋㅋ아빠가 안보내려고 하셨지 ㅋㅋㅋㅋ']"
