,Post,score,Image num,Video num,comment num,sympathy num,weekly view,AD,keyword score,tfidf score,josa,noun,noun/josa,paragraph num,gif num,sticker num
0,기업뿐 아니라 전 세계에서 인재를 발굴하고 지원하고자 노력을 가하고 있습니다 특히 영국에서는 인재 양성을 위해 다양한 노력을 하고 있으며 그 한 예로 마이크로비트를 들 수 있습니다 마이크로비트는 영국의 국영방송사인 에서 마이크로소프트 삼성전자  등과 같은 회사와 함께 랭커스터 대학교 등의 단체들이 년 넘게 연구하여 개발한 소형 교육용 보드입니다 개발환경으로는 파이썬과 자바스크립트 블록 에디터라는 개발환경도 지원하고 있습니다 전면부는 다음과 같은 구성을 가지고 있습니다  개가로 세로 개씩  버튼  버튼  핀  입니다 는 전면부의 가운데 가로와 세로 개씩 총 개가 있으며 밝기 조절이 가능하고 디스플레이 용도뿐만 아니라 광센서의 역할도 합니다  버튼은 전면부의 가운데 왼쪽에 있는 버튼이며  버튼은 전면부의 가운데 오른쪽에 있는 버튼으로 프로그래밍을 통해 사용할 수 있는 푸시버튼으로 게임 및 음악 컨트롤을 위해 사용할 수 있죠  핀은 전면부 하단에 있는 개의 구멍 중 왼쪽부터 개의 구멍을 말하며 이는   로 표시되어 있으며 악어 클립 또는 케이블을 사용해서 외부 하드웨어와 연결하여 전력을 공급하거나 디지털 혹은 아날로그 데이터의 입 출력이 가능한 핀입니다 와 는 전원 공급을 필요로 하는 전동 모터 등과 같은 외부 기기에 전원을 공급하는데 사용합니다후면부는 다음과 같은 구성을 가지고 있습니다 저전력 블루투스 안테나  소켓 재시작 버튼 배터리 소켓 상태 표시 램프 마이크로컨트롤러 가속도 및 지자기 센서입니다 저전력 블루투스 안테나는 후면부 상단 왼쪽에 있는 직선 모양 음파로 되어 나온 부분이며 스마트폰 태블릿 혹  등  안테나를 가진 다른 기기들과 정보를 주고받을 수 있어 사물인터넷을 위한 프로그램에도 활용할 수 있습니다 마이크로비트로  디스플레이 출력값으로 다양한 감정 이미지를 표현할 수 있습니다 블록코딩을 이용하여 표현하고 싶은 모습을 입력할 수 있고 추출할 수 있죠 깜박임을 몇회할지 시간도 함께 정할 수 있습니다시간의 지연을 주어 깜박임을 다소 느리게 한다던지 더욱 빠르게도 움직이게도 가능하죠 그리고 또한  깜박임을 통해 불꽃놀이처럼 보이게 한다던지 할 수 있습니다 여기에는 밝기를 어느정도로 표시할건지 깜박임은 어떻게 표현해낼건지만 미리 계획한다면 더 좋은 프로젝트를 만들어볼 수 있겠습니다이 뿐만 아니라 베스킨라빈스 게임 등을 해볼 수 있습니다 그리고 뮤직 명령어를 통해 마이크로비트에 내장된 멜로디와 음표 톤 등을 실행시킬 수 있습니다마이크로비트 내에는 다양하게 내장된 노래들이 있고 이를 활용할수도 있습니다 간단하게 블록코딩을 이용해서 만들수도 있지만 마이크로파이썬을 이용하여 음계와 음표값을 넣고 더욱 섬세한 음악을 만들 수도 있습니다 또한 그거 아시나요 여러분 마이크로비트로는 디지털 반려동물도 만들어볼 수 있습니다예전에 다마고찌를 알고 있는 분들이라면 더욱 잘알고 있을지도 모르겠습니다 디지털 반려동물은 화면에 단순하게 나타납니다 버튼을 누구거나 게임을 하면서 디지털 동물과 교감하거나 돌봐줘야합니다 버튼에 따라 디지털 동물이 감정을 표현하기도 하고 잠이들기도 합니다 이와 같이 다양한 실습을 해볼 수 있는게 마이크로비트입니다  전자신문 교육법인 이티에듀에서는 초등학년 대상 여름방학 특집으로 마이크로비트 프로그램을 준비했습니다교육 대상은 코딩과 친해져보고 싶은 학생 재밌게 코딩을 익히고 싶은 학생 피지컬 컴퓨팅을 알고 싶은 분 블록코딩 유경험자입니다먼저 오는 월 일에는 맛보기 클래스로 기본적으로 코딩에 대한 이야기를 들어보고 마이크로비트의 활용법에 대해 알아볼거에요 실제로 실습형 프로젝트는 월 일 부터 진행되는 정규과정을 통해 진행된답니다 초등학년 대상의 마이크로비트 정규과정은 오는 월 일화부터 월 일금까지 진행되고 여름방학 동안 나만의 프로젝트를 만들어보면서 성취감과 코딩에 대한 전반적인 이해를 높여드립니다그리고 향후 개월 심화과정이 개설되는데 연이어서 들어볼 수 있는 장점이 있습니다  정규수업 내용은 위와 같으며 신청은 이티에듀 홈페이지에서 가능합니다      기 셨   ,4.676196310012919,13,1,2,6,1056.8,0,-3.644646924829157,-7.839399999999927,0.20462046204620463,0.39933993399339934,1.95,459,1,0
1, 마이크로비트는 영국 방송사 에서 컴퓨터 교육을 위해 개발한 작은 컴퓨터로 코딩을 통해 하드웨어가 어떻게 동작하는지를 체험할 수 있는 대표적인 교구입니다  마이크로비트를 사용하면 카 만들기 드론 만들기 무드등 만들기와 같은 다양한 프로젝트를 쉽게 구현할 수 있습니다  신용카드보다 작은 마이크로비트에는 아주 많은 기능이 숨겨져 있습니다 우리 같이 알아볼까요 마이크로비트의 앞면에는 버튼  매트릭스 및 조도센서 디지털아날로그 입출력 단자 전원단자터치 로고 스위치 내장 마이크 가 탑재되어 있습니다마이크로비트의 뒷면에는 라디오블루투스 안테나마이크로프로세서 및 온도센서나침반 센서 및 가속도 센서리셋버튼 배터리 소켓 마이크스피커가 탑재되어 있습니다 굉장히 많은 기능들이 아주 작은 보드에 탑재 되어 있다니 너무 놀랍죠  마이크로비트는 이러한 하드웨어 기능들을 프로그래밍을 통해 사용할 수 있습니다  마이크로비트가 만들어진 이유와 목적도 소프트웨어 교육이 크거든요  프로그래밍을 하기 위해서는 메이크코드 에디터라는 편집기를 사용하는데요 블록을 조합하면서 프로그래밍을 할 수 있다보니 초보자들이나 어린 학생들도 쉽게 할 수 있어요   홈페이지 접속하기 크롬으로   공식 홈페이지에 접속합니다 그리고 언어를 한국어로 변경합니다   프로그래밍 시작하기 클릭 왼쪽 상단의   클릭 새 프로젝트 선택 이제 프로그래밍을 하기 위한 준비는 끝났습니다 가볍게 하나하나 살펴볼께요 마이크로비트 에디터를 살펴보면  블록을 선택하는 코딩블록 블록을 이동해서 조립하는 코딩창상단과 하단의 메뉴그리고 시뮬레이션처럼 실제 모양의 마이크로비트에 프로그램 결과를 보여주는 에뮬레이터가 있습니다상단의 메뉴에는 첫화면 바로가기 프로젝트 공유하기 코드변환 도움말 환경설정이 있고요 하단 메뉴에는 다운로드 프로젝트 이름설정 되돌리기 다시하기 그리고 확대와 축소 버튼이 있습니다코딩 블록에는 다양한 기능들을 품고 있으며 직관적으로 블록을 선택해서 드래그할 수 있어요 자 그럼 첫번째 예제인 하트 출력하기를 해볼까요사용되는 블록으로는 다음과 같은 모양들을 선택합니다화살표를 선택해서 아이콘의 모양을 바꿀 수 있어요마이크로 케이블을 사용해서 노트북이나 컴퓨터랑 연결할 수 있고요 노트북과 마이크로비트가 프로그램을 넣을 수 있도록 장치 페어링을 합니다 페어링 후 다운로드 버튼을 눌러서 성공하면 다음과 같이 하트 모양이  매트릭스에 표시됩니다 마이크로비트는 메이크코드 에디터 외에 파이썬 스크래치 및 모바일 어플리케이션으로도 프로그래밍이 가능합니다  뭔가 기대되죠  위에 있는 자료들은 이번에 메카솔루션에서 출시한 마린이 키트에 첨부된 교재의 일부에요 교재에는 다양한 예제들이 많이 포함되어 있고 학교에서 구매시에는 저희가 이미지들도 전달드릴 수 있으니 연락주세요 감사합니다,3.3900140100105824,23,0,2,9,2295.0,1,-2.564102564102564,-0.8301999999999656,0.20203735144312393,0.4074702886247878,2.02,288,0,0
2,  안녕하세요갬성 별주부입니다 오늘은 코딩 공부하면서 쉬어가기코너로 재미있는 내용을 준비했어요 마이크로비트혹시 들어보셨나요 코딩을 공부하시는 분들은 다 아실거라 생각해요 우선 마이크로비트가 무엇인지 알아볼게요  마이크로 비트는 블록형 코딩 프로그램인스크래치 엔트리와도  연동이 가능해요 우선 마이크로 비트가 무엇인지 체험 한번 해 볼까요 구글 크롬으로 접속해 주세요마이크로비트로 검색해 주세요    사이트 주소   홈페이지에 들어왔다면 언어를 한국어로 바꿔주시면 사용하기 편하겠지요   사이트에 들어오시면 위 사진처럼 상단 메뉴에 프로그래밍 시작하기클릭 클릭 또는 홈페이지 첫 화면 스크롤을 해 주시면아래 사진처럼 코딩 배우기로 들어 가시면 돼요   코딩을 체험할 수 있는 화면으로 들어오면내 프로젝트에서 새 프로젝트를 열어 줍니다 프로젝트 생성 팝업창이 뜨는데 이때 이름은 굳이 안 정해 주셔도 돼요그냥 창조하다라는 버튼을 클릭해서 들어오세요  다시 한번 정리 할게요마이크로비트를 체험해 보려면 어떻게 하는지 잘 보세요 이제 간단히 체험 볼게요 지금 만들어 볼 프로젝트는 우정도 테스트에요 아래 화면을 보시면 마이크로비트가 보여요오른쪽 블록코딩을 하고나면 시뮬레이션으로 왼쪽화면에서바로 확인이 가능하답니다 이 기능은 아주 좋은 것 같아요실제로 수업하기 전에 컴퓨터로 미리 시뮬레이션 해보고회로 연결하면 실패 확률이 줄어 든답니다    간단하게 출력 블록을 불러와서 웃는 얼굴모양으로표시 할게요 클릭하면 검은 점이 흰색으로 바껴요흰색 점이 불이 켜진 상태라고 이해 하시면 돼요 그런후 왼쪽 화면에 실행 버튼 눌르면마이크로비트 에 불빛이 들어온답니다    내가 직접 불빛의 모양을 연출할 수도 있지만아이콘 출력 블럭을 활용하셔도 돼요 이것만해도 아이들이 아주 재미있어 해요    마이크로비트의 맛을 봤다면 본격적인 프로젝트에 들어가볼게요 오늘의 주제  우정 측정기   설명  우정 측정기는 마이크로비트를 친구와 함께 만져보고 에나타나는 숫자로 우정도를 테스트 해볼거에요 재미있겠죠  코딩은 간단해요위 사진처럼 을 눌렀을때 숫자가 랜덤으로 출력되게 코딩했어요 랜덤은 까지 설정했어요 시뮬레이션으로 테스트를 해 보세요 그런데 학생들이 실망해요실제로 친한 친구인데 한 자리 숫자로 나오니까슬퍼하더라구요 그래서 살짝 변경해 보았어요  이번엔 기본 값을 주었답니다기본 값을 으로 주고 랜덤으로 나온 수를 더해서출력이 되도록 코딩을 수정했어요 숫자가 최소 은 넘게 나오게 되는거에요 그랬더니 아이들이 좋아합니다  만든 코딩은 다운로드 저장 후에마이크로비트에 코드를 전송해 주어야 합니다 소스 코드가 심어진 후 게임을 즐길 수 있어요  우정도 테스트 측정 방법을 알려드릴게요   마이크로비트에 전류가 흘러야 해요 한사람은 숫자 을 잡고 또 한사람은 를 잡아야해요 그리도 또 한 가지 주의사항 두사람이 반드시 손을 잡고 측정해야 우정도 테스트를 할 수 있답니다전류가 통하도록    는 전기가 흐르면 빛이 나는 도구이죠주변을 보면 그 빛을 이용해 만든 것들이 많아요 전구 모니터 핸드폰 자동차 헤드라이트 등등이 있죠 오늘 우리가 배운  불켜기 실습으로재미있는 게임을 만들어 보았어요  어때요 재미있었나요 오늘의 코딩은 여기서 마치도록 할게요 다음에 또 만나요         다   브  과 댓  도웅이 되셨다면 그 흐 다   브  과 댓  도웅이 되셨다면 그 흐 다   브  과 댓  도웅이 되셨다면 그 흐 ,4.190809584956459,14,0,7,56,2328.2,1,5.866666666666666,3.1616,0.1909212283044059,0.3431241655540721,1.8,315,0,1
3,안녕하세요 좋은 오후 입니다 오늘도 재밌는 작품을 들고 왔어요바로바로 마이크로비트를 이용하여 기상관측대 만들기 한번 보려 가실까요오늘은 새로운 모듈을 소개할까합니다 바로바로 풍력계인데요   라고 하며 라 부르기도 합니다 이런 기상관측대를 만들기 위해서는 풍력계가 필요합니다 오늘은  풍력계를 이용하여  을 한 번 만들어볼까합니다 작은 아이를 상상했는데 많이 큽니다  대략 지름  정도됩니다 세 개의 반구 지름 가 도의 간격으로 위치되어 있습니다 입으로 바람을 불어보니 잘 돌아가네요 정말 약한 바람에도 잘 돌아갑니다이 부품의 제품 페이지에 보니 아래와 같이 소개되어 있습니다헉 어쩌라고 이 그래프를 보고 바람의 세기를 유추해야합니다일단 번 핀에 연결하고 값을 측정해봅니다연결 후 바람을 부니 아래와 같은 그래프가 그려집니다바람을 후 불면 회전 속도가 확 올라가면서 그래프에서의 값도 커졌다가 바람이 약해지면 값이 떨어지고 멈추면 이 됩니다이걸 어떻게 속도와 연관지서 변환시키지 음 아두이노 프로젝트도 찾아봅니다풍속계가 연결된 핀의 아날로그 값을 읽어서 전압으로 변환시켜서 풍속을 측정한 것 같네요아 이렇게 해야하나 하다가 혹시나 하고 검색해봅니다마이크로비트의 확장 블록에서 로 검색하니 나오네요 쉽게 하는 방법을 찾았으니 본격적으로 시작해봅니다   마이크로비트 센서비트  센서   를 준비해주세요 는 번 핀에 꽂습니다  그리고  센서압력센서는  케이블을 이용해서 오른쪽  단자에  는 왼쪽  단자에 연결합니다 혹시  단자가 없는 경우 마이크로비트에서는 번핀이  번핀이  기능을 하므로 해당 핀에 각각 연결해도 됩니다 마이크로비트에 전원이 들어오고 초 간격으로 풍속 온도 습도를 재어서  화면에 보여줍니다우리가 사용하는  센서는 압력 온도 습도 등 다양하게 측정이 가능한 센서입니다 풍속 온도 습도 모두 해결할 수 있는 확장 블록이 있습니다 입니다 위에서  풍속계로 검색하니 확장 블록이 검색되었다고 이야기했었는데 그게 바로 입니다 이 확장 블록으로 모두 해결이 됩니다   확장 블록을 추가하니 아래와 같이 보입니다 온도습도는 의    블록을 이용해서 측정이 가능합니다그리고 풍속은  을 눌러 더 보기에 보면     블록을 이용합니다또한 오늘 사용할  블록까지 다 포함이 되어있네요각각의 값을 테스트해봅니다 잘 동작하는지 볼까요 는 온도 는 습도입니다 대략 도 정도였는데 손안에 넣고 좀 있으니 온도가 도까지 올라갔습니다 그리고 입김을 불어넣으니 순간 온도는 도 습도는 까지 올라가네요  코드를 작성해볼까요아주 간단합니다 전원이 켜지면 를 초기화하고 초 정도 기다립니다그리고 초 간격으로 각 센서값을 측정하여 에 표시합니다나중에는 에 연결하여 실외에  을 만들어 측정해서 기록해도 재미있을 것 같네요 우리가 사용하는 풍속계는 방수설계가 되어있다네요코드 한 번 보시죠  이렇게 기본 동작은 완성이 되었습니다 살짝 손으로 풍속계를 돌리니 풍속이 로 나오네요 그리고 온도는 도 습도 조금 쌀쌀한 저녁입니다전체 모습 볼께요 풍속계가 무게가 조금 있어서 지지대가 단단해야 할 것 같습니다 또한 바람이 불 때 고정이 되어야 하므로 실제로 실외에 설치할 때는 고정하는 것에 신경써야 할 것 같아요 를 암수 케이블을 이용하여 확장 보드에 고정시켜 길게 연결하여 모니터 부분만 상자 밖으로 빼놓습니다그리고 온습도 센서도 밖으로 빼놓고 마이크로비트와 센서비트는 상자안에 정리합니다 그럼 완성그림 그려서 꾸미려다 실패하고 급하게 스티커로 마무리했습니다    이제 동작 영상 함께 보시죠     오늘의 작품 어떠셨나요   마이크로비트를 이용하여 기상도 관측해볼 수 있다니 정말 신기한것 같아요 그럼 재밌는 주말 보내시구 다음에 또 다른 작품으로 찾아올게요 안녕  는  공식 대리점입니다      본 게시글의 모든 저작권은 에 있습니다      ,4.839121196354649,13,1,0,3,940.0,1,2.745995423340961,-3.068599999999951,0.19437652811735942,0.3374083129584352,1.74,441,0,2
4, 안녕하세요 여가플 가족 여러분키움강사단 온라인 번째 시간에는 차 산업혁명과 함께 주목받고 있는 코딩 분야를 알아보겠습니다오늘은 그 첫 시간으로 마이크로비트 교구를 간단히 소개해드리겠습니다 마이크로비트는 영국에서 마이크로소프트 삼성 등 여러 협력 업체들과 함께 개발한 교육용 보드입니다크기는 작지만 각종 센서와 블루투스 통신기능까지 갖춘 작은 컴퓨터라고 보시면 됩니다 아래는 교구 사진이고 여러분의 이해를 돕기 위해 많이들 쓰시는 카드와 크기를 비교해보았습니다마이크로비트는 앞 뒷면 구성과 기능이 다른데요 아래의 이미지를 통해 간단히 살펴보겠습니다 마이크로비트는 전용 블록코딩과 파이썬텍스트 코딩으로 제어가 가능한데 약간의 코딩지식이 선행되어야 합니다  엔트리 또는 스크래치를 배우셨다면 복문 제어문 조건문을 이해하는 정도면 어렵지 않게 사용할 수 있습니다 오히려 코드 자체는 엔트리나 스크래치보다 길이도 짧고 간단하다고 할 수 있겠습니다 혹시 교구가 준비되어있지 않으신 분들도 마이크로비트에서는 실행을 보여주는 에뮬레이터가 있어서 코딩에 대한 실행결과를 볼 수 있습니다 그렇다면 지금부터 마이크로비트를 실행해볼까요크롬 브라우저를 통해 마이크로비트에 접속합니다처음에 영어로 나온다면 빨간 사각형의 를 클릭하여 한국어로 바꿔주시면 한국 전용사이트로 접속됩니다한국 전용사이트로 접속됩니다  직접 로 접속하셔도 됩니다접속하신 후에는 노란 사각형의  코드 만들기 를  클릭해주세요 편집기에서 프로그램만들기를 클릭해 주세요아래 화면이 뜨면 새 프로젝트를 클릭합니다  참고  마이크로비트는 따로 로그인이 필요하지 않습니다  등을 이용하여 따로 파일을 저장해주시면 됩니다  간단하게 화면구성을 살펴보면 다음과 같습니다 번 에뮬레이터마이크로비트가 없어도 코딩에 따라 마이크로비트가 어떻게 실행되는지 보여줍니다 아직 마이크로비트 준비가 안되셨다면 에뮬레이터가 실행되는걸 보면서 코딩을 해 볼 수 있습니다 번 블록코딩 메뉴 각 목록을 클릭하면 항목당 명령어들을 확인하실 수 있습니다 번은 실제 코딩을 하는 장소입니다 오늘 코딩해 볼 것은  하트 모양입니다첫 화면에 무한반복 실행만 남겨두고 시작하면 실행은 삭제해주세요 기본 메뉴를 클릭  출력의 블록을 가져와서 화면에 나타내고 싶은 하트모양을 만들어주세요그 아래에 출력 블록을 하나 더 가져오면 하트가 깜박이는 효과를 나타내게 됩니다 모양을 만들지 않고 기본으로 제공되는 아이콘을 사용하는 방법도 있습니다기본메뉴 클릭  아이콘출력하트  아이콘출력작은하트 순서로 블록을 가져와 주세요 실행을 시켜보면 큰하트와 작은하트가 번갈아 나타납니다 아까 만들었던 출력 블록을 그대로 아래에 연결해볼까요  블록이 연결 된 순서대로 가지 모양의 하트가 번갈아 나타나는 모양이 완성됩니다 다음의 동영상 화면에서 더욱 자세하게 확인해보세요 어떠셨나요 어렵게만 느껴졌던 코딩도 기초부터 차근차근 해본다면 재미있게 학습할 수  있겠죠 그럼 저는 다음 키움강사단 온라인에서 찾아뵙겠습니다그 ,4.248746644940384,13,1,1,7,49.6,0,4.23728813559322,0.3806000000000105,0.18693009118541035,0.3586626139817629,1.92,306,0,0
5,년 월 일 토요일  조부모님께서 초등학교 입학축하금 보내주셔서 자전거 구입하고  코딩교육 키트도 주문 구입처 구성 여섯살 때부터 레고 부스트로 코딩에 친숙해지기도 했고   그동안은 아빠 도구들로 아빠와 함께 해보곤 했는데 이제 본인 걸로 혼자서도 해볼 수 있어 신나하네요  교재 보고 거짓말탐지기도 만들어보고 소리에 따라 움직이는 도 만들고  동작센서 만들어 자기방 문 앞에 설치해두고 엄마 들어가면 삐비빅 소리 나게 해두었어요엄마에게 열심히 설명해 주는데  문과 출신 엄마는 외계어처럼만 느껴져요 일부러 코딩교육을 시키려고 의도 한 건 아니었지만 아무래도 전공자 아빠 영향을 받아 많이 접하게 되니 호기심도 갖고 재미있게 하고 있어요    인스타그램 ,5.61268588770865,6,0,5,24,1087.0,1,9.63855421686747,1.719099999999999,0.1497005988023952,0.3772455089820359,2.52,87,0,0
6,  서대문구 관내 거주 미취업 여성에게 융합메이커스 지도사 양성과정 교육이 운영됩니다 취업 창업까지 지원하는 원스톱 프로그램으로 진행합니다 서대문여성인력개발센터 위탁 운영으로 진행되는 이번 교육은 포스트 코로나 시대의 도래로 더욱 가깝게 다가온 차 산업혁명과 관련된 융합메이커스 지도사 교육과정으로 진행됩니다  모집기간       교육기간    월금  일시간  교육대상 취업의지가 확고한 서대문거주 미취업 여성 명  교육비용 만원  교육특전 수료 후 취업지원  자격증 응시료 일부지원  교재 재료비 지원  신청방법 제출서류  교육신청서서대문여성인력개발센터 내 비치 주민등록등본주소확인용 반명함 사진 장 교육신청 링크 모바일용  용  선발과정 접수  인터뷰  선발  문의상담 서대문여성인력개발센터 교육사업팀    교육내용   ,1.8628560266098009,2,0,1,19,2793.2,0,-13.445378151260504,-1.772300000000003,0.07741935483870968,0.7870967741935484,10.17,96,0,0
7,화성 해운초등학교 찾아가는 차산업교육 프린터드론마이크로비트 코딩 진로체험 교육 돋보여기억에 남는 차산업 교육 중하나는 바로 경기도 화성의 해운초등학교입니다서울에서 시간넘게 걸려서 달려간 곳은 해안가의 작은 초등학교입니다학교 담벼락도 그렇고 교정도 그렇고아주 정겨운 분위기의 학교입니다학생이라해도 불과 여명이 전부인 매우 정겨운 학교입니다교정 한 가운데 류관순 상이 눈길을 사로잡습니다 옛날에는 학교에 이렇게 류관순 이순신 장군 등 위인의 동상이 늘 세워져 있었던 것 같네요년 개교한 오래된 학교로 이렇게 가다간 폐교도 검토되지 않을까 걱정이 되었습니다 자 해운초등학교에서는 프린터 드론 마이크로비트 코딩 수업 등 가지 수업이 동시에 진행됩니다각 각상들은 각자의 공간에서 수업준비를 합니다전 프린터 수업담당프린터와 전시물 을 꺼내서 테이블위에 놀려놓고사전 테스트가 필요한 프린터와 펜은  미리한번 작동시켜봅니다그리고 전시물은 부서진 것이 없는지 꼼꼼히 살펴둡니다시 수업중이 울리자 학생들이 우루루 몰려듭니다각자 가지 주제중 선택한 강의실에서 수업이 시작됩니다 프린터 체험수업에서는 프린터와 펜 체험 실습 중심으로 수업이 진행됩니다프린터의 작동원리에 대한 이론수업 프린터 출려시범  리고 펜 체험 순으로 진행됩니다산만하던 학생들도 프린터가 작동되고 펜을 쥐어주면그때부터는 매우 진지하게 실습에 몰입합니다어린 학생인데도 말입니다자 그럼 옆반으로 잠깐 가봘까요이곳에서는 드론 체험이 이뤄집니다 다목적실을 선택하게 됐는데 드론을 날릴수 있는 넓은 공간과 높은 층고가 좋은 여건을 마련해줍니다 대형드론과 소형 펠로에듀 드론을 갖고 직접 실습을진행합니다 드론낚시 농구 같은 게임도 해보구요 그 시각 다른반에서는 마이크로비트를 활용한 코딩수업이 한창입니다인 테블릿 마이크로비트 세트를 갖고 직접 코딩 실습을 경험하게 합니다  오전 중 진행된 과목의 차산업체험 수업은어떻게 시간이 지난지 모를 정도로 순식간에 지나가 버립니다 각 학교에 프린터드론 마이크로비트 등 재료가 다 갖춰져 있다면별도의 비용없이 강사만 가서 수업을 진행할 수 있을텐데 이렇게 지방을 갈때마다  프린터 드론 코딩 장비를 이사짐 수준으로 들고 다니는 현실이안타까울 따름입니다 내년에는 풍부한 장비와 여건에서 차산업 체험교육이 진행되길 기대햅봅니다      ,5.409635811836115,13,0,24,30,324.8,0,-8.013937282229964,-14.976599999999992,0.19483101391650098,0.44532803180914515,2.29,236,0,0
8,  마이크로비트  연수 상세 안내   연수 요약마이크로비트 으로 학습한 기본 내용을 바탕으로 뉴 마이크로비트  를 제대로 활용할 수 있는 무료 온라인 코스 연수 대상뉴 마이크로비트를 활용한 차세대 수업을 준비하는 선생님 누구나 연수 일시목  금    연수 신청 본 신청서 링크에서 월 마이크로비트  연수와 인공지능 기초 교과서 무료 연수를 한번에 신청할 수 있습니다   연수 준비물 메이크코드  엔트리 사전 설치 메이크코드  엔트리 마이크로비트  교안 종  연수 전용 키트 실습에 직접 참여하고자 하시는 분들은 마이크로비트  개 포함 연수 전용 키트를 준비해 주세요   기타 연수 안내 문자 발송 월 일수 연수 신청 확인 신청서 제출 후 이메일에서 확인할 수 있습니다  문의씨마스 카카오플러스  채팅창  본 연수의 복습용 영상은 편집 후 씨마스에듀 유튜브 채널에 업로드 될 예정입니다,2.093531942458284,1,0,0,5,109.2,1,-1.8691588785046727,-0.7813000000000003,0.14534883720930233,0.6627906976744186,4.56,120,0,0
9, 마이크로비트를 사용하여 교육을 하다보면 단자 쪽에 문제가 꼭 발생한다  마이크로비트 보드의 외부전원 입력 단자는   형태로 되어있는데 크기가 매우 작다 아두이노 일반핀의 간격이  피치인데 이보다 더 작은 피치를 사용한다  아래 그림의 번 출처 마이크로비트 누구나 쉽게 프로그래밍을 배울 수 있는 초소형 컴퓨터  클레버메이트  따라서 여기에 들어가는 외부 전원의 경우   규격의 단자를 사용하는데  정말 작다  이미지출처  배터리 홀더 마이크로비트   카 호환  파워전원   학생들과 수업을 하다보면 마빗의 외부전원을 쓰기 위해 위와 같은 배터리팩이나 리튬이온 배터리에 보호회로가 붙어있는 배터리를 사용하기도 한다  그런데 문제는 초등학생의 경우 전 단자를 끼웠다가 빼는 과정을 어려워한다는 것이다 솔직히 어른인 나도 저 단자를 빼려면 적절한 힘조절과 적절한 길이의 손톱이 필요하다  학생들의 경우 대부분은 전선부분을 잡고 뽑기 일쑤다 그럴경우 생기는 문제는 두가지 인데  전선이 단자부분과 단락이 되는 경우  단자부분이 헐거워져 접속 불량이 되는 경우  수업하다가 위 두가지의 상황이 오게되면 학생은 학생대로 수업에 참여가 어렵고 교사는 그걸 해결해주기위해 다른 학생들의 지도가 어려워지는 경우가 있다   그동안 나는 이런 상황을 대비해 여분의 배터리를 준비해가며 해결을 해왔다 그런데 근본적인 문제 해결을 되지 않았고 언제 또 선이 끊어질까 조마조마해가며 수업을 진행했다  그러다 몇 일 전 수업을 하다보니 개중 개의 배터리 단자가 접속 불량 상태였다 모두 년 넘게 사용한 배터리 단자였는데 단자 안쪽의 핀이 헐거워져 접속이 불량한 경우가 개 역시나 배선이 끊어진 경우가 개 였다 이런 경우를 대비해 바꿔줄 배선을 미리 구비해두었다  하지만 단자만 교체하기 위해서는 기존 전선의 중간을 자르고 새 단자를 이어 붙이면서 중간연결부분이 생기고 길이도 배터리마다 제각각이 되어간다 또한 납땜의 과정이 필요하며 배선이 깔끔하지 못하다   그리고 중요한건 학생들이 여전히 단자를 끼우고 빼는걸 어려워하고 빼는 방법으로 전선부분을 잡아당기는 학생들이 많다는 것이다  그렇게되면 단자를 교체해도 또 비슷한 경우배선이 단락되는 경우가 반복되게된다  뭔가 근본적인 해결이 필요한 것이다   두가지 방법을 생각해보았다   첫번쨰 방법은 예전 타교구로보티즈를 사용하면서 비슷한 경험이 있어 이 때 단자 끝부분 배선부위에 순간접착제를 발라 딱딱하게 굳히는 방법이었다 음 일전 이 방법을 사용했을때 생기는 문제가 있었는데 순갑접착제가 단자 안으로 들어가면 안쪽의 핀이 엉뚱한 곳에 고정이 되어 보드의 핀과 끼워지지 않는 경우가 발생했었다    두번쨰 방법은 단자 끝부분과 배선부분을 수축튜브로 이어주는 것이다 물론 보드에 단자가 끼워질때 방해되지 않도록 끝부분만 살짝 수축튜브를 감사주면 된다 수축튜브 가열하여 완성 후에는 배선쪽의 수축튜브를 잡아당겨서 보드에 끼우거나 빼내면 된다    이 방법을 사용하면 배선을 잡아당기는 형태이지만 배선에 힘이 많이 가해지지 않으며 좀 더 쉽게 단자를 마이크로비트에서 빼낼 수 있다 끼울 떄도 수축튜브의 지지력이 있어 좀 더 편리하게 끼워줄 수 있다   수축튜브는 우선 집에 있던 지름은 파이 짜리를 사용했다 납작하게 접힌 상태에서 정도 파이를 사용하니 조금 뻑뻑하게 수축튜브가 들어갔다   조금 여유있게 파이 수축튜브를 사용하는 것도 좋을 듯 하다  우선 몇 개 만들어 테스트해보고 있는데 끼우고 빼기가 참 편리해졌다 글쎼 내구성은 아직 모르겠지만 우선 요렇게 만들어서 사용해볼까한다  마이크로비트의 외부전에 단자에 대한 고민이 조금은 해결되었으면한다        보사       때          배우스으  띠이  떼하이네 으       ,2.9957029233942194,12,0,0,0,17.8,1,-4.123711340206185,-1.8598,0.18735632183908046,0.35747126436781607,1.91,460,0,0
