,Title,Blogger,Post URL,Post,Image num,Paragraph num,Comment num,Video num,weekly viewer mean,Sympathy num,AD,Posting Date
0,촌스러운듯 예쁜 프랑스자수이불,주니의 민스프랑스자수,https://blog.naver.com/woozooni?Redirect=Log&logNo=222428603662,​​​프랑스자수프랑스자수 패키지​​라라원단레드웍이불만들기​​​​​​​주방속담 디자인원단이 6장이라서​아주아주 옛날에 수놓아두었던 ​크로스알파벳 레드웍자수를  ​맨 아래쪽에  더해주기로 했다​​​​​​​수박색 그린원단과 ​톤다운의 인디고핑크원단을​ 매치하기로 결정!​​​벌써 가을을 준비하는 주니의 부지런함이랄까 ? ㅎㅎ​​​사실은 부지런하고 뭐 그런 게 아니라...​이미 소장하고 있던 원단을 이용해서 만들고 싶어서~~ ^^​​​​​​​​맨아래 안감은 투명테이프로 붙여 고정하고 ​그 위에 포근포근 목화솜을​또 그 위에 프랑스자수 레드웍 이불탑을​ 순서대로 놓고 시작하기​​​​​​목화솜은 여유를 두고 시작한 다음​ 나중에 시침과 퀼팅이 끝난 다음에​사이즈에 맞게 잘라주면 된다​​​​​​ 시접 또한  바람개비 시접으로 ​예쁘게 정리해주는 것 잊지말기 ^^​​​​​대충 이런 모습으로 완성될 예정 ^^​​​​다림질은 귀찮은 관계로 ​나중으로 미뤄두기  ㅎㅎ​​​​촌스러운 듯 예쁜 나만의 이불만들기가 오늘의 컨셉이다 ^^​​​​이제 대충 밑그림이 정해졌으니 시침질을 시작해볼까..^^​​​​가로 세로 대각선으로 최대한 열심히 시침질하기​​​​에어컨과 선풍기 총동원하고 ​음악도 신나게 틀어놓고​최대한 쾌적한 환경에서 해야 함 ㅎㅎ​​​​​​​​시침이 다 끝났다면 그 다음 과정은 퀼팅단계...​​​​진짜진짜 열심히 퀼팅하는 나... ㅎㅎㅎ​​​​안감 2마를 온전히 사용해서코너부분은 삼각접기 방식으로 모양잡아 놓고공그르기 준비​​​​자~ 이제 고지가 점점 가까워오니​구깃구깃한 원단도 다림질해주고 싶은 마음이 들었다 ^^​​​​​​​​​​사방 모두 공그르기를 예쁘게 끝내고마지막 퀼팅 못한 부분까지 꼼꼼하게  마무리짓고바늘을 내려놓았다​​​​​​​​​https://smartstore.naver.com/lalashopkr/products/3719737671​​​​​방금 완성된 프랑스자수 레드웍이불을​ 일착으로 덮고 누웠다​​​​​아이고야~~ 후련하다 후련해 ㅎㅎ​​​​창밖으로 보이는 파란하늘과 구름이​그 자체로  예쁘고​아름다웠다​​​https://smartstore.naver.com/lalashopkr/products/3719737671​,33,167,4,0,174.6,28,,2021. 7. 12. 13:16
1,프랑스자수 수업 8월 모집,공방 자수하는 으녕씨,https://blog.naver.com/ey5987?Redirect=Log&logNo=222437290493,"​​​​프랑스자수공방 자수하는으녕씨입니다.폭염과 코로나에 지치는 여름,이번에는 조금 늦게 프랑스자수 수업 소식을 가져왔어요.8월 첫째주부터 시작되는 입문 정규반 수업이구요.​수업은 거리두기 4단계에서도 소수로 계속 진행하고 있답니다.​​​​​​​​프랑스자수 입문반에서는 가장 즐겨 사용하는16가지의 프랑스자수 스티치 기법의 샘플러를 만들며프랑스자수의 기본기를 익혀요.​그리고 소품 1가지(파우치)를 만들면서 배웠던 기법들을 활용해보실 수 있답니다.그럼 저희 공방 수강생들의 작품들을 보여드릴게요.아래 사진들을 참고해주세요 :)​​​​​​​여름의 맛이 그대로 담긴 조개와 해양생물 패턴의프랑스자수 에코백.히구치유미코의 도안으로 작업하셨던 결과물-​​​​​​​입체기법 블리온 로즈를 알차게 사용한공방 수강생의 창작 도안들.​​​​​아플리케와 새틴스티치를 더한 입문반 수강생의귀여운 별 프랑스자수 파우치-​​​​​체인 스티치로 빼곡하게 수를 놓은 아름다운사슴 프랑스자수 에코백-​​​​​​​​입체자수 기법을 더한 꽃자수 액자까지-프랑스자수는 공방에서 최대 6개월 넘게 꾸준히 배워보실 수 있구요.오래도록 취미로 가꾸고 계신 장기 수강생 분들도 많답니다!!​​​​​​​​공방 프랑스자수 입문반에서는 위 사진의 스티치 샘플러를 직접만들어보실 수 있어요 !!!​​​​​​​입문반 이후에 기초심화반, 입체반 1,2 및 응용 과정 등다양한 커리큘럼을 보유하고 있습니다!!!​​그럼 프랑스자수 8월 입문반 수업 상세 안내해드릴게요.​​화요일 7-9시 (8/10, 17, 24, 31)목요일 11-1시 (8/5, 12, 19, 26)토요일 11-1시 (8/7, 21, 28, 9/4)​*8/14 토요일은 휴강인 점 참고해주세요!*요일을 정하셔서 듣는 수업입니다.* 6인 이상 출강가능합니다 (사내 동호회 및 기관 및 센터)​인원최대 4인(수업은 마스크를 쓰고 진행하며, 손소독 및 열체크 필수입니다)​​장소공방 자수하는으녕씨(서울 마포구 성산동 606-4 1층)홍대입구역 버스10분, 가좌역 도보6분* 골목에 위치해 주차가 어렵습니다.​​만들고 배우는 것프랑스자수 16가지 기법의 스티치 샘플러+소품1개(파우치)​​​준비물잘 드는 가위(그외 자수실, 원단, 수틀, 자수펜, 바늘 모두 포함)​​​수업 신청 및 문의-비댓 혹은 오픈카톡 (입금 순차적 마감)https://open.kakao.com/me/ey5987​​온라인 꽃자수 소품만들기 프랑스자수 수업(아이디어스)​온라인 샘플러만들기 프랑스자수 수업(샘플러만들기 자체수업/영상 다운로드 가능)​https://blog.naver.com/ey5987/222161862166핸드메이드/공방 창업 온라인클래스 모집 : 네이버 블로그 (naver.com)​프랑스자수 패키지 안내https://smartstore.naver.com/ey5987​",12,219,3,1,380.6,9,,2021. 7. 19. 17:22
2,바늘에 실꿰는 방법 -프랑스자수 기초 2편,행복자수의 힐링타임,https://blog.naver.com/eunpiry12?Redirect=Log&logNo=222434818136,"어제는 천둥번개가 무섭게 치더니오늘은 날이 세상 쨍 하게 맑네요^^;;;​여름날씨라 변덕이 보통 아닌거 같아요~ㅡ.ㅡ;;​이번글은 기초2편자수바늘에 실꿰기입니다^-^자수바늘에 실 어떻게 꿰어 쓰시나요?​자수바늘 귀가 원체 작아서실꿰기가 은근 곤욕스럽기도 합니다ㅜㅜ​보통 바느질 할때는,이렇게 바늘귀에 실을 직접 통과 시켜 사용하는데요~~이때 침(?)을 묻히기도 하고^^, 실결이 흩어지지 않게 다듬은 다음 꿰어야 잘 들어 갑니다.​자수 할때는실에 침이나 액체가 묻으면 실이 뻣뻣해져서 스티치 할때 잘 빠지지가 않아요.그리고 실이 상할 수도 있습니다.​그래서자수할때는이렇게 실을 반을 접은후 바늘에 꿰는 방법을 추천드립니다.​그럼 어떻게 실을 꿰는지 영상으로 살펴볼까요~~^-^​처음에 연습이 좀 필요하지만,한번 배워두시면나중에 굵은 실이나 애플톤 울사 같이 신축성 있는 실도 쉽게 바늘에 꿸 수 있어요 ^-^b​여기서 하나 더 덧붙이면^^실에 매듭을 지을때 입니다.​보통바느질에서는 두가닥 끝을 함께 묶어서 쓰는데요,이렇게 쓰면 바느질 하는 동안 실이 미끄러지지 않아 바늘과 분리되지 않고, ​튼튼하게 바느질이 되지요.^^​​하지만(물론 실의 양을 굵게 쓰기 위해 의도적으로 같이 묶어 쓰기도 합니다^^~)​​그 이유는​두가닥을 쓰는 경우실수 했을때 바늘과 실을 끊어야만 수정이 가능하고,뒷매듭까지 마무리 한 후처음부터 다시 시작 해야하지만...​​실 한쪽만 매듭을 지은 경우는실만 바늘에서 쓱~빼서 실수한 부분을 수정할 수 있고,다시 실만 바늘에 끼우면 다음 작업을 진행할 수 있어 편리합니다^-^bbbbb​간혹,실이 계속 미끄러져 바늘에서 빠지는데,두가닥 다 묶으면 안되요? 물으시는데^^​""네~~ 결국은 그게 더 힘든 결과를 초래할 수 있습니다.""​누구나 처음에는 서툴고,힘든 과정의 연속입니다,나만 왜이래...나랑은 안 맞아ㅜㅜ난 안 되나봐...ㅠㅠ그렇게 포기하면 그냥 거기까지 입니다.​분명 익숙해지는데 시간이 걸립니다.길수도 짧을 수도 있지요.하지만 익숙해지는 시기가 오는건 확실합니다~!^-^​처음 바늘에 찔리고,실이 엉켜 진도가 안나가서 답답하실 꺼예요.스티치도 삐뚤빼뚤 내 맘 같지 않고 ㅠㅠ저도 그랬거든요~​좋아하는 마음만 있으시면,​그건 시간이 해결해 줍니다.멈추지만 마세요~^-^바늘에 실꿰기가 바로 그 시작이 되줄꺼예요~~~!!!​​우리 예쁜자수 함께해요~~^-^♡감사합니다!​실꿰기와 뒷매듭 짓는 방법까지 모두 영상에 있습니다~~^^ 
",14,231,4,1,366.6,17,,2021. 7. 17. 13:50
3,프랑스자수 패키지 독학 취미생활 추천 자수액자 만들기 빵과... ,김알파카 프랑스자수공방,https://blog.naver.com/tkfnqldk1122?Redirect=Log&logNo=222406108474,"취미생활 추천 프랑스자수조신하게 수놓자 건전 취미 끝판왕예쁘게 수놓고 자수액자 만들기​간만에 새로운 걸 만들어서여러분께 선보입니다.전에도 말씀드렸지만 2018년 만들어서etsy에다 팔아먹고 있었던빵과 올리브 자수도안을실물 프랑스자수 패키지로 만들었습니다.갬성 D져버리는 블루스타펀이파리와 함께!블루스타펀은 제가 키우는 건데하도 빽빽하게 자라서정리를 해준 거예요.2018년 작과 다른 점이 있다면기법을 최대한 줄여서기초 단계의 실력만 있어도완성하실 수 있도록 했어요.이전처럼 독학러들을 위한동영상 강의도 물론 준비해놨으니안심하라구!구성품 소개해드릴게요.제가 사실 귀찮아서재료 모아놓은 사진을 안 찍었는데 ㅋㅋㅋ기본 구성에다 가위만 있으면완성하는데 아무 지장이 없습니다.가위 없는 집 없잖아요?그래도 구성품을 소개해볼까나?​1. 프랑스자수 동영상강의큐알코드 들어있는 설명서+도안​2. 인쇄원단 약 30cm×30cm짱짱하고 도톰한 국산 면원단도안은 지워지지 않는 타입입니다.​3. 정품 DMC 프랑스자수실 8타래끊지 않고 그냥 통째로 드려요.다른 제품 소분해서 팔아봤는데그것도 너무 힘들어요 ㅠㅠ실팔찌 만들지 않는 이상실은 모자라지 않습니다.​4. 고무수틀 15.5cm​5. 기타자수바늘 1개, 재봉사 약간,뒷면 깔끔하게 마감하시라고칼같이 재단된 동그라미 펠트지함께 넣어드립니다.김알파카 프랑스자수공방에서만유일하게 만날 수 있는자수액자 만들기 취미생활 추천DIY키트 보러 오세요.있어야 할 건 다있구요.없을 건 없답니다. 화개장ㅌ......스뫄트스토어로 gogo자, 이제 수놓는 방법 및자수액자 만들기 순서 영상으로 보여드려요.네이버TV 및 유튜브에서 시청하실 수 있습니다.유튜브는 아직 영어자막을 안 만들어서하단 링크가 있어야만 보실 수 있고네이버TV는 걍 김알파카 쳐도나오니까 언제 어디서든 보실 수 있어요.일단 수틀에 천 끼우는 것 부터요.혹시 천에 주름이 가 있으면다림질 하시고 시작하세요.이렇게 그림이 가운데 가도록잘 맞춰서 끼워주세요.자수실 사용하는 방법도아예 첨부터 알려드립니다.올리브 줄기 수놓는 방법은스플릿 스티치예요.원리만 알면 완전 쉬운 스티치죠.수놓은 다음 마무리 하는방법까지 깨알스럽게 알려준다네~뒷면까지 깔끔스러워야지그게 디테일이지올리브 이파리는피쉬본 스티치입니다.물론 새틴 스티치로 해도 됩니다.저의 영상은 어떤 가이드라인이지원하시는대로 바꿔도 됩니다.또다시 올리브는 스플릿 스티치면적을 채울 때의 요령도알려주는 나란 여자너무 말이 많은 여자투머치토커 자수계의 찬호Park유리병과 글씨는 스플릿 백 스티치물론 다 알려드립니다.자, 자수를 완성했으면이제 자수액자로 마감을 해볼까요?수놓은 천을 동그랗게 자르고요.재봉사를 길게 잘라서홈질로 꿰매줍니다.매듭은 짓지 말고요.한바퀴 둘러주었으면실을 쫙 땡겨서 천을 모아주세요.거기서 끝이 아니라사방팔방 실로 꿰어서천이 들뜨지 않게 당겨줍니다.물론 여기까지 해도 끝이지만제가 또 피곤한 스타일이라펠트지를 붙여서 마감했어요.글루건으로 쏴서 붙일 수도 있지만간단하게 바느질로 꿰매 붙여도 좋죠.이렇게 만드는 거라마리야​제가 다음 작품도 도안까지 다 짜놨는데원단 자를 시간이 없어서 ㅋㅋㅋ는 아니고 차례차례 보여드리도록 하겠습니다.​#프랑스자수 #취미생활추천 #자수액자#프랑스자수패키지 #김알파카#올리브자수 #빵자수 #프랑스자수독학#프랑스자수동영상 #자수동영상강의",22,287,28,0,1029.2,181,text_ad,2021. 6. 22. 10:48
4,프랑스자수/알파벳 자수와 스티치 북,예원의 프랑스자수공방,https://blog.naver.com/yeawon16?Redirect=Log&logNo=222360649425,"토요 클래스 취미반 회원들의 작품을 올려봅니다.한 분은 프랑수아즈 프락스 작가의 꽃으로 수놓은 알파벳 프랑스자수 책의 도안을 수놓으셨고, 또 한 분은 스티치 북을 완성해 가는 중입니다.​​프랑수아즈 프락스 작가의 알파벳 프랑스자수는 저희 공방 첫 번째 회원 전시회에서 소개한 적이 있죠.https://blog.naver.com/yeawon16/221049219951​또 다른 한 분의 작품.프랑스자수를 즐기기 위한 기본 스티치를 익히면서 만들어 보는 스티치 북이 거의 완성되어 가고 있네요. ​​​​​​​​​​무엇이든 형식과 절차가 있는 법이니 프랑스 자수의 세계에서는 스티치라는 형식이 있고 사용 방식의 절차를 배워야 하죠.처음 시작하시는 분들에게는 약간 경이? 로운 느낌이 들기도 하지만 누구든지 8주 과정을 공부하시게 되면 스스로 창작이 가능한 기초를 확립하게 된답니다.​가르치는 곳마다 약간의 차이가 있을 수는 있겠지만, 그동안 회원들의 스티치 북을 소개할 때마다 느끼는 기쁨은 함께 소통하며 제가 알고 있는 기본적인 자수 기초가 충실히 반영되었기 때문이 아닐까 생각해 보곤 합니다.​ 취미반 수업은 처음 기초과정으로 스티치 북 과정을 마친 후 여러 가지 장르를 선택하실 수 있습니다.자수를 좋아하는 사람으로서 새삼 느끼는 자수의 매력은 재미있고 즐거운 일도 지치지 않게 하는 아름다운 세계 속에 있는 것이 아닌가 생각되는군요~~ ^^    ",13,158,2,0,71.2,50,,2021. 5. 21. 22:32
5,"대구프랑스자수, 소품 패키지수업 1 (원데이클래스)",프랑스자수 바늘꽃놀이,https://blog.naver.com/sonsypea?Redirect=Log&logNo=222425436381,"​​​바늘꽃놀이에서는 정규수업 외에 패키지수업도 상시모집 중입니다.자수가 처음이신 분,본격적으로 정규수업을 듣기 전에 살짝 맛 보고 싶으신 분들에게 적합한 수업이구요.정규수업을 다 마쳤지만 소품을 좀 더 만들고 싶다 하시는 분들도 많이 오십니다.자,그럼 원데이클래스 진행 중인 작품들 목록 한번 살펴보실까요?종류가 많으니 끝까지 내려봐주세요~♡​​1. 자수컵받침​기본 4장 구성으로 수업 중 1~2장 정도 만들고 나머지는 댁에서 마무리하는 방식입니다.4장이 필요 없으신 분들은 2장만 골라서 수업 들으실 수도 있답니다.* 수업료: 4장 5만원, 2장 3만원 (재료비 포함)​​​2. 자수책갈피​책갈피 1개를 만들어 보는 수업입니다.책갈피 고리는 태슬, 각종 끈, 레이스리본 등등 중에 고를 수 있고,원단과 그림과 취향에 따라 다르게 매치할 수 있습니다.수업 전 충분히 상의해서 결정해보아요.*수업료: 1개 3만원 (재료비 포함)​3. 자수거울​​거울 1개를 만들어 봅니다.원단은 기본 린넨컬러로 제공되고, 사진 속 그림 중 골라 주심 그려서 나갑니다.다른 컬러의 원단을 원하는 경우 공방에 있는 원단 종류가 그때그때 다를 수 있으므로 꼭 상의해 주시기 바랍니다.*수업료: 1개 4만원 (재료비 포함)​4. 자수액자​​린넨이나 광목 원단에 수놓은 그림을 10센치 수틀액자 끼워 마무리하는 수업입니다.아래 액자사진 속 그림들 중에 골라주심 되고,그 외 꾸준히 사랑 받는 꽃바구니 그림 2개도 수업 가능합니다.* 수업료: 1개 4만원 (재료비 포함)​​5. 자수키링 ​​5×5사이즈의 작은 키링입니다. 각종 키에 걸어도 좋지만, 아이 가방에 달아줘도 이쁘더라구요. 키홀더 부자재를 사용하지 않고 리본테이프 등을 길게 달아서 가방에 달아도 예뻐요. 공방에 있는 재료는 마음껏 사용할 수 있으니 본인만의 키링, 가방장식 만들기에 도전해 보세요.그림은 기본적으로 아래 사진 속에서 고르시면 되는데, 뒷면에 원하는 이니셜이나 간단한 그림 등 추가 가능합니다.배우려는 의지만 갖고 오심 돼요!* 수업료: 1개 4만원 (재료비 포함)​​6. 용돈봉투  ​용돈봉투 1개를 직접 바느질해 만들고 간단한 자수그림도 넣어봅니다. 지폐가 들어가는 사이즈의 용돈봉투로, 그림을 다양하게 구성해볼 수 있어요. 카네이션 봉투는 어버이날이나 부모님 생신에, 예단 봉투로 좋구요. 평소 보셨던 바늘꽃놀이 꽃자수들 중에 예쁜 그림을 얹어서 수놓을 수도 있어요. 아이가 좋아할 만한 그림이나 이니셜 등을 새기고 아이들 용돈봉투로 줘도 너무 뜻깊죠.* 수업료: 1개 5만원 (재료비 포함)​​7. 자수손수건 ​손수건 1장에 심플한 꽃자수를 곱게 놓아봅니다.​* 수업료: 1장 3만원 (재료비 포함)  ​8. 와펜브로치​​작은 와펜 브로치 2개를 만드는 수업입니다.작고 가벼운 소품이라 여름 옷에도 달기 좋고,가방 장식에 특히 좋아요. 아이들 여름 모자에 콕 찝어줘도 이쁘더라구요.​* 수업료: 2개 3만원 (재료비 포함)​​이상 8가지 소품들입니다.잘 살펴보시고 덧글이나 문자 주세요.수업은 상시 모집으로 기한 제한없이 열려 있습니다.​​📱010. 2567. 사일63​​​*소곤소곤,바늘꽃놀이 수료생들은 10프로 할인 혜택드립니다.수료생들!!집에서 혼자 하니 자수라이프가 지속되지 않는다 하시는 분들!! 자주 놀러오세요.​^^​​100히
",22,343,4,0,185.6,24,text_ad,2021. 7. 9. 10:33
6,프랑스자수 자격증으로 활동할 수 있는 강좌의 수요가 계속... ,헬렌의 마르세이유,https://blog.naver.com/dkdldpf08?Redirect=Log&logNo=222400726258,프랑스 자수 자수 자격증으로활동할 수 있는 지자체  강좌의 수요가계속 늘어나고 있답니다♡​​​프랑스 자수 클래스를 진행하면서​전국에 수많은 제자들을 만나고​ 가르치며 느끼는 건​나누는 행복입니다♡♡♡​​우리 삶에서 나눌 수 있는 것들은​여러 모양이지만​가지고 있는 재능을 나누는 일♡♡♡​혼자가 아닌 함께여서  ​따뜻한 시간♡♡♡​꿈을 이루어 가는 일♡♡♡​이러한 것들이 얼마나 소중한지♡♡♡​프랑스 자수 또한​어떤 이는 자신의 영역을 키워가고​가지고 있는 재능으로 소통하며​역량을 키워가는 분들이 계시고​어떤 이는 더없이 좋은 감성과 실력을​가지고 있으면서도 용기가 없어​그 좋은 솜씨를 묻어두고 지내는 모습을 봅니다​우리가 세상에 태어나 살면서​발휘하는 능력은' 빙산의 일각'이라 하는데​그 빙산의 일각으로도 어떤 이는​성취감을 얻으며 살아가고​어떤 이는  목표 없이  살아가고​물론 그런 평범한 일상이 의미가 없다는​뜻은 아니지만​프랑스 자수를 열심히 배워​ 너무나 좋은 실력을​가지고 있으면서 그냥 묻고 지내는​제자들을 생각하면 그 재능이​아깝기만 합니다​이 글을 읽으시고 단 한 사람이라도프랑스 자수로 자신의 세상을만들어 가셨으면 하는 마음입니다.​그리고..프랑스 자수를 좋아하는  분들은새로운 도전을 시작하셨으면 해요​그동안  거리 두기로 소통이  단절되어 있었지만​국민 4명 중 1명은 백신을  접종 받았고​이제 백신 접종률이 계속 늘어나면​만남이 조금 편해지는 시간도.​찾아오겠죠​수업을 기다리고 계신  분들​조금만 기다려 주시고​강남 클래스​경복궁 클래스​일산 클래스 모두​ 계속 인원 조율을 하고 있고​7월 즈음엔 작품 과정도​격주로  얼굴을 뵐 수 있도록​조율해 나가겠습니다​그동안 프랑스 자수에 드린 열정​그대로 자격증 과정 도전도​하셔서 많은 기회들을​내 것으로 만들어 가셨으면 좋겠어요​​프랑스 자수 자격증 첫 자수인​**님의  작품입니다​앞으로 능력 있는 프랑스자수 강사가​되기 위한 목표를 하나씩 작품으로​이루어 가시는 모습 헬렌도 응원합니다 ♡♡♡​​​​​​​​​​​​​​​​​​​​​​​​​​​국제 프랑스자수 협회  자격증 과정​대구 **님의 작품도​헬렌 정의  시그니처 액자에 담아​고이 보내 드렸네요 ​​​​​​​​​​​​​​​​​​​​작품 하나하나 마치시면서​프랑스 자수의 감성은​날로 날로 풍성해집니다​​​​​​프랑스 자수의 정통​모노그램은 누구나 하나쯤 가져보고 싶은​작품이기도 하죠.​​색감의 퀄리티를 알아가는  것​​프랑스자수 스티치가​조화를 이루어 가는 것​​모두가 새로운  도전입니다​​​​​​​새로운 도전은또 하나의 결실이 됩니다코로나로 모든 것이 멈추어 버린 것 같았지만거북이처럼 매일매일 그 걸음을 쉬지 않으신국제 프랑스자수 협회  제자들의 수고와 노력에박수 보내 드려요​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​**님 국제 프랑스자수 협회  자격증 취득​축하드려요 ♡♡♡​​​​​​​​​​​​​​​​​​​**님도 수고하셨습니다 ♡♡♡​​​​​​​​​​​​지금까지도 프랑스 자수로 제자를 키워내신​** 선생님은   다른 협회 자격증을​가지고 계신데도​국제 프랑스자수 협회  자격증 과정에​도전하셔서 자격증을 취득하셨으니​이제 더욱 멋진 날개를 다신 것 같습니다​더 좋은 수업하시고​더 많은 제자들과 소통하며​멋진 출발  하시길​축복합니다 ♡♡♡​프랑스 자수 자격증이 생겨난 이유이기도하지만 프랑스자수  자격증을요구하는 강좌와 지원들이  계속 늘어나고 있다고 합니다망설이고 계신 분이라면 도전하시고프랑스 자수 자격증으로소통하고성취감을 만들어 갈 수 있는 기회들도만들어  가세요새로운 꿈을 꾸며프랑스 자수로  행복한 내일이 되셨으면 하는소망입니다​그리고 사랑하는​헬렌 정의  프랑스 🇫🇷 자수  제자님들도​모두 파이팅입니다~~♡♡♡​​,80,350,6,0,1026.8,69,text_ad,2021. 6. 17. 0:08
7,구해줘 헌옷 프랑스자수 1번째 수업,맘스쏘잉,https://blog.naver.com/kangoo77?Redirect=Log&logNo=222349813416,"오늘은 구해줘 헌옷 프랑스자수 클래스 첫번째 수업을 했습니다.간단하게 서로 인사하는 아이스 브레이킹 시간을 갖은 후 자수를 시작했어요.서로 얼굴을 보며 이야기하면 아무래도 분위기가 조금 부드러워 집니다. 더욱 즐겁게 자수할수 있어요.8주차 동안 오늘처럼 즐겁게 자수할수 있기를 기대해 봅니다.​오늘은 피카소 드로잉 자수를 했습니다.아웃라인 스티치로 어떻게 라인을 잘 표현하는지 자세히 알려드렸어요.아웃라인 아주 쉽고 간단한 스티치 입니다.책 보고도 쉽게 할수 있는 스티치지만라인의 곡선의 방향과 코너를 표현할때 어떻게 해야 이쁘게 하는지 또한 매듭없이 하는법과 뒷면을 깔끔하게 하는 방법등여러가지 세세한 테크닉을 배워봤습니다.아웃라인뿐만 아니라 모든 수에 적용되는 방법입니다.제 수업은 정말 세세하게 알려드려요.꿀팁 대방출이죠.아웃라인 하나만으로 꽉꽉채운 수업을 마무리 했습니다.두시간동안 잘 따라와 주셔서 감사합니다.​톡으로 속속 도착하는 완성사진을 보고 있는데요우와 진짜 수가 아주 곱습니다.정말 수고 많으셨어요.​다음주는 청바지를 준비해 주세요.새틴을 이용한 자수를 해보겠습니다.새틴 쉽지만 어려운 스티치죠.이것도 두시간 꽉꽉채울정도로 많은 꿀팁 방출합니다. 다음주에 뵙겠습니다~~~​|

@:

전결
초
",3,121,0,0,230.6,9,,2021. 5. 13. 21:03
8,프랑스 빈티지 자수전용 코튼실,드프로방스 빈티지,https://blog.naver.com/grosminet?Redirect=Log&logNo=222439296680,"단종된 옛날 프랑스 자수전용 코튼실입니다. 광택이 좋고 꼬임이 잘 안생겨, 자수 놓기 좋아요. 컨디션 아주 좋습니다~​​배송비 +3,000원, 총구매액 7만원부터 무료배송한국에 이미 도착한거라 빨리 받으세요~오리지날 빈티지 제품으로 자연스러운 낡음, 미세흠 등이 있을 수 있어요.오래된 앤틱패브릭인 만큼, 오랜 세월에 의한 자연스러운 보관흔, 올풀림, 올뭉침 등이 있을 수 있습니다.사진과 실제간 약간의 색상차이가 날 수 있습니다.​​​1 번. 16호. 타래당길이 30미터.10개 함께 : 42,000 원​​2 번. 18호. 타래당길이 40미터.7개 함께 : 32,000 원​ 
",3,68,0,0,341.4,0,,2021. 7. 21. 8:01
9,프랑스자수 시크냥이로 더위극복,주니의 민스프랑스자수,https://blog.naver.com/woozooni?Redirect=Log&logNo=222440963751,"​​​프랑스자수프랑스자수 패키지​​라라원단​​​​​다음으로​수놓아 줄 차례는 시크냥이들^^​​​​​가을용 이불... 정도로​만들어볼까 한다 ​프랑스자수이불 만들기에 꽂힘 ㅋ​​​대원칙은 오직 하나!​쉬운 스티치로 쉽고 간단하게 만드는거다 ㅎㅎ​​​​뭣때문에 성난 건지..모르겠다만​그래서 이 디자인들이​ 맘에 들었던 거지~~ㅎ​​​​​뭐 어쩌라구? ㅋ​​​​양말은 체인스티치로 러프하기 필링~​​​​​​​​빠른 수작업을 위해 ​각각 수틀에 매어놓고​​​​자수실도 6올 통째로 수놓기 ㅎㅎ​​​​얼큰 냥이들이라 시간 좀 걸리겠구나 ^^​​​​​뭐야~~표정들이 넘 귀엽잖아~~~ㅋㅋㅋ​선풍기, 에어컨, 웃기는 유투브 방송과 함께하는여름날의 일상이나는 좋다 ^^​​​​https://smartstore.naver.com/lalashopkr/products/4605393573​-

게이
 
",12,55,2,0,174.6,7,,2시간 전
